Timestamp,Residents,Apartment_Type,Temperature,Humidity,Water_Price,Period_Consumption_Index,Income_Level,Guests,Amenities,Appliance_Usage,Water_Consumption
11/02/2013 16,2,Cottage,25.82,52.97,1.26,1.29,Middle,0,Jacuzzi,0.0,135.87
22/02/2011 00,4,3BHK,13.21,58.8,2.95,0.81,Rich,1,Swimming Pool,0.0,189.31
10/05/2014 00,3,Cottage,20.83,54.11,1.13,1.22,Middle,0,Fountain,1.0,166.23
03/01/2004 08,3,2BHK,12.55,30.34,1.43,1.05,Middle,1,,0.0,146.09
12/09/2005 08,3,Bungalow,22.67,48.21,1.98,1.38,Rich,0,,1.0,227.47
10/02/2003 08,3,2BHK,,73.89,2.25,0.95,Upper Middle,1,Swimming Pool,0.0,139.41
11/01/2009 00,3,2BHK,29.37,63.88,1.73,1.46,Middle,0,,0.0,154.07
30/08/2002 16,3,2BHK,31.69,54.74,1.24,0.87,Middle,0,,0.0,101.67
27/09/2002 08,2,Studio,21.19,52.26,1.2,1.4,Low,0,Garden,1.0,112.02
30/07/2011 16,5,3BHK,30.07,41.93,2.0,1.38,Upper Middle,0,Swimming Pool,0.0,357.1
03/03/2012 00,3,2BHK,17.96,50.27,2.32,1.32,Upper Middle,0,,0.0,148.83
24/06/2006 08,4,3BHK,17.0,38.87,2.16,1.05,Rich,1,Swimming Pool,0.0,304.13
02/12/2010 16,4,2BHK,30.38,37.32,-99.0,1.46,Middle,0,Fountain,1.0,306.73
18/07/2013 16,5,2BHK,20.48,58.88,1.21,1.26,Middle,0,,0.0,179.12
13/08/2005 16,2,1BHK,26.4,38.46,1.42,0.88,Low,0,Garden,1.0,87.75
02/10/2013 16,3,2BHK,25.5,55.89,1.43,1.41,Middle,1,Swimming Pool,0.0,242.07
09/06/2004 08,3,2BHK,17.74,53.86,1.8,0.92,Upper Middle,0,Fountain,1.0,143.91
12/08/2003 00,4,3BHK,28.15,50.54,1.66,0.86,,0,Fountain,0.0,169.16
24/10/2011 16,3,1BHK,22.53,33.03,1.56,0.87,Middle,0,Garden,0.0,102.07
22/07/2002 08,3,1BHK,12.15,49.92,1.28,1.22,Low,0,,1.0,117.79
18/01/2010 16,2,Studio,23.92,59.48,1.52,1.3,Low,0,Fountain,1.0,113.4
11/04/2010 16,4,3BHK,10.46,"uB""qu",2.86,1.23,Rich,0,Jacuzzi,0.0,212.69
08/12/2004 08,3,3BHK,31.48,37.87,2.6,1.23,Upper Middle,0,,1.0,206.47
28/03/2007 08,5,Detached,23.21,64.65,2.94,0.83,jY+mw,0,Swimming Pool,0.0,195.89
27/09/2009 08,3,Bungalow,24.66,42.75,2.98,0.97,Rich,0,Fountain,0.0,166.68
16/11/2003 08,4,Detached,11.28,60.88,2.95,1.45,Rich,1,Swimming Pool,0.0,273.86
20/11/2004 16,2,Cottage,31.17,53.16,1.13,1.4,Middle,0,,0.0,123.56
19/12/2010 16,3,2BHK,19.03,52.05,1.13,0.99,Middle,0,Jacuzzi,0.0,134.82
18/10/2011 08,2,1BHK,28.44,74.82,1.13,1.13,Low,-1,,0.0,74.97
12/05/2013 16,4,2BHK,10.12,70.51,1.47,1.38,Middle,0,Swimming Pool,0.0,183.37
07/07/2003 08,3,2BHK,23.46,66.85,1.22,1.41,Middle,0,,1.0,163.25
13/05/2009 16,4,2BHK,31.58,48.96,1.27,1.29,Middle,0,Swimming Pool,0.0,241.67
21/11/2009 08,5,2BHK,17.52,79.81,1.67,0.99,Middle,1,Swimming Pool,1.0,205.82
22/06/2004 08,4,Detached,,49.93,2.98,1.35,Rich,0,,0.0,211.23
17/09/2013 00,2,Cottage,34.0,33.02,-77.0,0.87,Middle,1,Fountain,0.0,125.17
21/11/2008 08,3,Cottage,19.58,56.79,1.34,1.34,!=~R!,0,Garden,0.0,134.06
23/11/2005 00,5,Bungalow,11.78,51.62,2.38,0.81,,1,Garden,0.0,146.51
17/02/2008 08,4,3BHK,,aeH!%,2.15,1.32,Upper Middle,0,Fountain,0.0,259.88
21/05/2002 16,2,Cottage,22.03,31.13,1.33,1.03,Middle,0,Swimming Pool,0.0,124.67
08/11/2006 00,5,Bungalow,17.8,42.69,2.85,1.24,Upper Middle,0,Jacuzzi,0.0,242.73
06/08/2004 08,2,Cottage,31.3,60.08,1.56,1.12,Middle,0,Jacuzzi,0.0,115.12
17/09/2005 08,5,3BHK,25.16,67.23,2.72,1.17,Rich,1,Swimming Pool,0.0,333.67
23/01/2014 16,3,1BHK,16.17,55.55,1.12,1.18,Middle,0,Swimming Pool,0.0,144.87
15/10/2006 00,3,Cottage,34.47,58.96,1.71,1.42,Middle,0,,1.0,169.04
30/11/2002 16,5,,24.49,48.72,1.58,0.88,Middle,0,,1.0,157.33
31/10/2005 08,3,Detached,13.19,40.33,1.72,1.21,Rich,1,Swimming Pool,0.0,288.51
17/03/2004 00,3,2BHK,11.8,50.61,1.94,1.47,Upper Middle,1,Jacuzzi,0.0,240.16
06/04/2005 16,3,1BHK,,58.25,1.54,1.26,Middle,0,Jacuzzi,0.0,143.28
21/02/2008 00,5,3BHK,,53.08,1.6,1.47,Rich,0,Jacuzzi,0.0,367.95
06/07/2005 08,3,1BHK,12.06,62.9,1.73,1.09,,0,Fountain,0.0,109.25
17/11/2002 08,5,3BHK,23.37,46.15,1.71,1.41,Upper Middle,0,,0.0,262.07
15/03/2010 00,2,Cottage,26.03,52.79,1.72,1.14,Middle,0,Garden,0.0,98.91
18/03/2014 16,4,3BHK,33.06,53.36,2.09,0.93,Upper Middle,0,,0.0,150.77
05/09/2014 00,2,Cottage,34.57,61.32,1.46,0.93,Middle,0,Fountain,0.0,93.97
10/09/2002 08,4,2BHK,34.48,51.13,1.33,1.28,Middle,1,Garden,0.0,232.6
07/11/2006 00,5,2BHK,27.65,55.75,2.83,1.534047863319369,Upper Middle,1,Swimming Pool,0.0,174.39
01/02/2004 08,3,Bungalow,33.87,37.37,2.98,1.42,Upper Middle,1,,0.0,228.15
03/01/2010 08,5,2BHK,17.33,59.61,-22.0,1.1,Upper Middle,0,,1.0,184.83
29/05/2006 00,2,Studio,33.88,55.42,1.13,0.94,Low,0,,0.0,67.63
24/04/2013 00,5,Detached,34.39,33.58,2.73,1.46,Rich,0,,0.0,358.2
27/09/2002 00,2,Cottage,21.18,53.06,1.01,1.05,Middle,0,,0.0,86.36
26/07/2005 08,3,2BHK,33.08,58.95,2.27,0.91,Upper Middle,1,Jacuzzi,0.0,163.46
30/05/2008 00,5,Bungalow,,24.35,1.54,1.01,Upper Middle,0,Swimming Pool,0.0,278.13
15/10/2003 00,3,1BHK,12.72,33.71,1.06,0.95,Low,0,Garden,1.0,109.02
01/10/2010 08,2,Cottage,34.79,65.04,1.34,1.01,Middle,0,Swimming Pool,0.0,108.45
04/06/2012 00,3,Cottage,30.7,33.29,1.74,1.38,Middle,0,Swimming Pool,1.0,244.71
11/03/2004 16,3,2BHK,19.9,41.91,2.55,0.86,Upper Middle,1,Fountain,0.0,148.04
11/03/2011 00,4,3BHK,28.6,49.04,1.57,0.88,Rich,0,Jacuzzi,0.0,215.5
24/12/2002 16,1,Studio,34.59,58.33,1.45,1.41,Low,1,,0.0,91.88
15/12/2007 16,3,2BHK,30.29,48.42,1.7,1.49,Middle,1,Garden,0.0,222.23
31/01/2014 16,4,Bungalow,20.04,51.45,1.9,0.81,Upper Middle,1,,0.0,133.07
08/10/2014 16,3,3BHK,23.99,46.91,2.63,1.15,Upper Middle,0,,0.0,149.44
22/05/2009 08,3,Cottage,26.68,46.28,1.45,1.22,Middle,0,Garden,0.0,137.02
11/07/2011 16,4,Bungalow,33.54,37.9,1.61,0.99,Upper Middle,0,Swimming Pool,0.0,218.27
19/09/2012 16,4,2BHK,23.97,79.71,2.17,0.87,Upper Middle,0,Swimming Pool,0.0,128.54
09/02/2012 00,5,Detached,14.75,46.79,2.67,0.98,Rich,1,Fountain,1.0,312.92
18/03/2012 00,5,3BHK,26.93,34.84,1.7,1.28,Rich,0,Swimming Pool,0.0,405.36
01/12/2002 08,3,3BHK,15.9,48.68,1.52,1.42,Upper Middle,0,,0.0,180.82
27/12/2008 16,2,Studio,24.6,50.0,1.71,1.46,Low,1,,0.0,117.99
18/08/2013 00,4,2BHK,20.78,56.38,1.34,1.25,Middle,0,,1.0,179.44
27/11/2008 00,4,3BHK,11.98,53.92,2.29,1.45,Upper Middle,1,Swimming Pool,0.0,305.22
18/10/2013 08,3,2BHK,10.14,53.49,1.05,1.25,Middle,0,Garden,0.0,131.09
25/11/2006 08,2,Studio,32.0,43.38,1.64,1.13,Low,0,,0.0,84.35
27/07/2014 16,2,1BHK,16.13,59.16,1.55,1.09,Middle,0,Swimming Pool,0.0,104.15
28/09/2007 08,4,Bungalow,21.26,46.97,2.39,1.13,Rich,0,Garden,0.0,195.19
02/07/2010 08,5,3BHK,25.8,51.91,2.19,1.06,Upper Middle,0,Garden,0.0,197.98
20/02/2010 08,4,3BHK,34.49,44.73,2.85,1.2,Upper Middle,1,Jacuzzi,0.0,301.57
25/11/2002 08,3,1BHK,15.92,54.38,1.74,1.02,Middle,0,Garden,1.0,112.44
14/06/2012 08,5,2BHK,,35.96,2.76,0.83,,0,Garden,0.0,153.69
19/08/2007 08,5,2BHK,10.32,54.02,1.46,1.33,Middle,1,Garden,0.0,222.83
16/10/2011 16,2,Studio,18.16,49.49,1.57,1.2,Low,0,,1.0,89.1
27/09/2008 08,5,Bungalow,11.74,55.48,2.03,1.09,Upper Middle,0,,0.0,155.3
26/11/2010 08,2,1BHK,18.34,48.99,1.11,1.48,Middle,0,Garden,0.0,127.56
03/09/2013 00,4,Bungalow,17.36,46.48,2.67,2.0272868082230837,Upper Middle,0,,0.0,187.02
20/12/2013 16,2,1BHK,23.1,40.93,1.33,1.39,Middle,0,,0.0,123.8
31/03/2004 16,3,Cottage,32.43,59.76,1.15,1.1,Middle,0,,0.0,114.63
31/03/2002 08,5,Bungalow,25.87,>9sW\,1.83,1.26,Rich,0,,0.0,263.69
08/04/2009 00,1,Studio,12.32,61.3,1.69,0.98,Low,0,,1.0,49.52
08/04/2005 08,3,Bungalow,15.89,63.35,2.96,1.35,Upper Middle,1,,0.0,157.74
24/01/2002 16,3,Cottage,19.55,65.54,1.01,0.86,Middle,1,Garden,1.0,113.09
21/05/2012 16,2,Cottage,17.72,45.13,1.28,1.31,Middle,0,,1.0,124.91
07/11/2011 00,2,Cottage,33.52,45.44,1.76,1.05,Middle,0,Garden,0.0,101.5
29/07/2004 08,4,Bungalow,12.12,56.35,2.96,0.82,Upper Middle,0,Garden,0.0,100.77
18/06/2013 16,3,3BHK,32.41,57.42,-11.0,1.8955502199122891,Rich,0,Garden,0.0,200.79
16/07/2002 08,4,2BHK,25.48,65.61,2.79,1.45,Upper Middle,0,Garden,0.0,188.31
01/11/2011 08,2,1BHK,12.85,59.4,1.06,1.41,Middle,0,Garden,0.0,107.72
01/06/2010 16,2,Studio,31.23,52.48,1.44,1.22,,1,,0.0,103.45
06/12/2011 00,5,3BHK,18.13,55.49,1.73,1.41,Upper Middle,0,Fountain,0.0,283.58
26/03/2011 08,4,Bungalow,21.13,45.8,1.7,0.91,Rich,0,Fountain,0.0,187.43
06/06/2005 16,2,Cottage,28.3,54.56,1.27,1.35,Middle,0,,0.0,114.39
31/03/2008 16,2,1BHK,26.16,67.3,1.25,0.91,Middle,0,Swimming Pool,1.0,103.96
08/11/2003 00,3,1BHK,20.56,44.65,1.48,0.91,Low,1,,1.0,116.84
13/10/2010 00,4,Bungalow,20.69,80.87,1.66,1.37,Rich,0,,0.0,181.19
24/12/2006 00,3,1BHK,13.92,57.72,1.75,1.25,Middle,0,Fountain,0.0,131.67
12/06/2010 08,3,Bungalow,24.27,57.34,1.55,1.14,Rich,0,Jacuzzi,0.0,198.45
17/12/2011 00,5,2BHK,22.64,T%&LE,1.68,0.96,$W2*#,0,Fountain,0.0,176.69
19/05/2010 16,3,1BHK,28.7,61.63,1.6,1.46,Middle,0,,0.0,142.74
23/07/2010 16,3,3BHK,34.66,49.28,1.71,1.42,Rich,1,Swimming Pool,0.0,382.03
21/03/2004 16,3,Bungalow,10.23,36.51,-88.0,1.46,Upper Middle,1,Jacuzzi,0.0,253.72
30/03/2006 00,5,,22.0,55.41,2.53,0.9,Upper Middle,0,Garden,0.0,143.5
24/09/2009 00,2,1BHK,27.84,61.23,1.74,1.44,Low,0,,0.0,102.24
28/03/2010 16,1,Studio,12.08,53.19,1.24,0.97,Low,0,,0.0,45.77
26/10/2002 16,2,Studio,25.26,51.91,1.27,1.34,Low,1,,0.0,110.14
09/07/2012 16,3,1BHK,21.07,64.08,1.63,1.48,Middle,0,Garden,0.0,139.59
14/06/2003 00,4,2BHK,32.41,24.31,1.6,0.89,Middle,1,,0.0,175.82
07/02/2008 16,3,1BHK,28.98,39.56,1.21,0.87,Middle,0,Jacuzzi,0.0,125.78
28/07/2003 00,5,3BHK,10.61,70.49,2.49,0.85,Upper Middle,0,Jacuzzi,0.0,143.77
27/07/2007 08,3,1BHK,19.14,40.72,1.63,1.28,]z.b[,0,,0.0,119.19
22/06/2005 16,-99,Studio,22.62,50.41,1.72,1.07,Low,0,,0.0,70.69
09/06/2012 08,4,2BHK,19.82,35.7,1.64,0.82,Middle,0,,0.0,114.56
13/08/2005 08,3,Cottage,31.6,53.41,-44.0,1.35,Middle,0,Garden,0.0,152.7
03/06/2008 08,2,Cottage,18.63,U22\h,1.42,1.04,Middle,0,Fountain,0.0,100.23
24/10/2012 16,5,,20.22,57.55,2.98,1.19,Upper Middle,0,,1.0,196.83
24/10/2002 16,2,Cottage,20.05,38.4,1.33,1.03,Middle,1,Jacuzzi,0.0,136.57
06/07/2013 00,2,Studio,14.84,47.65,1.16,1.07,Low,0,,0.0,69.19
28/08/2005 08,4,2BHK,26.35,62.0,1.24,1.38,Middle,0,Jacuzzi,1.0,250.66
05/07/2006 08,4,,10.99,53.5,2.22,0.84,Rich,0,Jacuzzi,1.0,191.35
18/02/2012 00,5,2BHK,20.18,65.68,2.1,1.33,Upper Middle,0,Jacuzzi,0.0,235.46
13/04/2010 00,2,1BHK,31.85,53.75,1.15,0.87,Middle,0,,1.0,88.16
21/05/2007 00,4,Bungalow,32.06,54.12,2.53,1.4,Rich,0,Swimming Pool,,308.71
14/08/2011 08,2,Cottage,12.06,55.43,1.21,1.45,Middle,0,Jacuzzi,0.0,134.18
17/03/2012 00,3,Cottage,13.08,73.57,1.34,1.08,,0,Garden,0.0,89.86
25/08/2011 00,5,2BHK,28.61,=_-t&,1.17,1.4,Middle,0,Jacuzzi,0.0,254.68
14/07/2002 16,2,1BHK,10.01,60.49,1.04,0.87,Middle,0,Jacuzzi,,76.78
03/08/2005 16,5,Bungalow,11.96,56.93,2.51,1.46,Upper Middle,1,Garden,0.0,253.66
25/02/2003 00,5,2BHK,20.0,32.63,2.23,1.26,Upper Middle,0,Garden,0.0,232.03
08/07/2012 00,3,Bungalow,22.93,43.58,2.0,0.95,Rich,0,Swimming Pool,0.0,182.62
14/04/2002 08,2,Cottage,20.61,54.66,1.6,1.08,Middle,0,,1.0,97.34
27/07/2003 00,5,3BHK,27.87,41.07,2.15,1.19,Upper Middle,0,Garden,0.0,243.05
27/06/2007 00,5,Detached,13.4,58.82,2.25,0.97,Rich,0,Swimming Pool,0.0,227.33
16/11/2003 00,4,2BHK,15.88,46.8,2.87,1.5,Upper Middle,0,Swimming Pool,0.0,253.03
07/06/2012 08,5,2BHK,29.93,56.66,1.49,1.25,Middle,0,Jacuzzi,0.0,240.54
06/04/2006 00,4,Bungalow,18.99,50.84,2.21,1.2,Upper Middle,0,Fountain,0.0,193.08
03/12/2005 16,5,3BHK,27.92,60.87,1.51,1.01,Upper Middle,1,,1.0,245.99
25/01/2008 08,5,Bungalow,23.35,36.36,2.21,1.12,Upper Middle,0,Swimming Pool,1.0,295.42
15/06/2005 00,5,3BHK,25.32,52.64,2.27,1.13,Upper Middle,1,,0.0,238.04
03/12/2002 00,3,Bungalow,19.93,60.74,2.05,1.36,Rich,0,,0.0,173.98
15/09/2008 00,4,2BHK,18.39,49.23,2.97,1.5011586545694595,Upper Middle,0,,0.0,116.25
30/08/2012 08,4,3BHK,20.47,63.62,2.71,1.37,Rich,0,Fountain,0.0,257.73
21/12/2013 16,4,3BHK,26.65,55.11,2.62,0.88,Rich,0,Swimming Pool,1.0,232.31
26/08/2009 08,3,Cottage,16.13,63.46,1.4,0.87,Middle,0,,0.0,76.42
17/08/2010 00,4,3BHK,20.19,54.46,-99.0,0.94,,0,,0.0,131.77
15/09/2005 00,3,1BHK,30.46,55.85,1.46,1.47,Low,1,Garden,0.0,173.13
17/12/2009 00,5,2BHK,25.27,68.29,1.27,1.45,Middle,0,Garden,0.0,209.68
31/01/2002 00,2,1BHK,13.52,53.96,1.59,1.27,Middle,0,Jacuzzi,,135.37
25/10/2003 08,3,Bungalow,24.05,50.83,2.66,1.26,Upper Middle,0,Swimming Pool,0.0,189.64
30/03/2011 00,2,1BHK,13.14,58.14,1.07,1.25,Low,0,,0.0,82.84
24/05/2014 16,4,2BHK,29.63,51.01,1.6,1.17,Middle,1,Jacuzzi,1.0,231.94
23/08/2008 08,2,1BHK,32.36,43.42,1.6,1.06,Middle,1,,1.0,135.16
07/04/2012 00,2,Studio,24.47,44.71,1.75,1.46,Low,0,,0.0,101.77
15/02/2014 16,3,Detached,18.92,59.58,2.26,1.0,Rich,0,Jacuzzi,0.0,172.87
15/03/2013 00,3,1BHK,28.95,53.12,1.48,1.27,Middle,1,,0.0,158.84
30/12/2012 00,3,,16.53,69.66,1.97,1.21,Upper Middle,0,Fountain,0.0,156.02
02/09/2004 00,-33,1BHK,33.44,37.05,1.65,1.08,Middle,0,,0.0,128.12
12/03/2013 08,2,1BHK,31.16,47.02,1.4,1.36,Middle,1,Swimming Pool,0.0,192.3
21/06/2009 08,4,Bungalow,28.42,28.05,1.94,1.04,Upper Middle,0,Swimming Pool,0.0,229.83
16/05/2007 08,4,2BHK,14.98,68.73,1.64,1.13,Middle,1,,0.0,145.49
20/02/2004 08,3,3BHK,14.19,66.41,1.92,1.49,Upper Middle,1,,0.0,194.07
10/03/2012 16,3,Cottage,12.93,44.04,1.08,1.14,Middle,0,Jacuzzi,0.0,140.41
01/02/2011 08,5,3BHK,,46.25,2.63,0.83,Upper Middle,0,,1.0,179.85
29/07/2002 00,3,Cottage,23.17,45.63,1.63,0.92,Middle,0,,1.0,109.43
11/09/2012 08,2,Cottage,31.62,49.42,1.39,1.08,Middle,0,Garden,0.0,101.79
20/11/2008 00,4,Detached,,61.71,1.76,1.43,Rich,1,Jacuzzi,0.0,343.15
20/04/2010 16,5,Bungalow,34.4,43.81,2.61,2.027262838494684,Rich,1,Swimming Pool,0.0,446.24
08/05/2006 08,5,2BHK,29.8,59.84,1.94,1.35,Upper Middle,0,,0.0,218.44
09/06/2014 00,3,Cottage,24.6,39.64,1.64,1.12,Middle,0,,0.0,122.02
12/02/2002 16,3,1BHK,22.84,54.31,1.21,0.92,Middle,1,Swimming Pool,0.0,142.98
18/03/2012 08,2,1BHK,14.71,56.28,1.01,1.42,Middle,0,,0.0,107.75
19/11/2010 08,4,2BHK,19.37,50.96,1.88,0.81,Upper Middle,0,,0.0,111.17
26/10/2005 00,5,2BHK,29.08,53.96,1.59,0.89,Middle,0,,0.0,138.32
30/08/2008 00,2,1BHK,27.73,78.9,1.61,1.5,Middle,0,,1.0,119.27
20/05/2008 16,5,2BHK,28.01,"q""w6p",1.53,1.26,Middle,0,,0.0,207.17
10/03/2004 08,1,Studio,22.66,61.95,1.65,0.9,Low,1,Garden,1.0,61.94
10/06/2013 00,3,Bungalow,27.56,41.24,-33.0,2.1260504471383554,Upper Middle,0,,,191.21
31/01/2003 08,4,3BHK,32.87,51.71,2.53,1.37,Upper Middle,1,Swimming Pool,0.0,342.26
03/11/2013 08,3,1BHK,18.42,57.26,1.58,1.16,,0,Garden,0.0,101.77
03/06/2014 00,4,Detached,19.99,51.7,-22.0,0.83,Rich,1,,0.0,172.43
07/11/2006 08,5,Bungalow,28.73,60.02,1.72,1.617626468632536,Upper Middle,0,,0.0,151.02
16/11/2005 16,3,2BHK,23.63,43.1,1.81,1.6500692501823284,Upper Middle,0,Garden,0.0,132.64
16/03/2014 08,3,,28.18,46.56,1.28,1.27,Middle,1,,0.0,167.09
01/01/2003 08,5,2BHK,18.54,56.02,2.3,1.29,Upper Middle,0,,0.0,192.14
27/01/2008 16,4,2BHK,28.95,52.57,2.86,1.47,Upper Middle,0,,0.0,204.42
01/03/2003 08,2,1BHK,33.93,62.14,1.15,1.2,Middle,0,Garden,0.0,106.57
15/03/2007 08,5,Bungalow,12.63,42.59,2.08,0.83,Upper Middle,0,Jacuzzi,0.0,161.93
05/03/2010 00,2,1BHK,10.55,56.19,1.54,0.91,Low,0,,0.0,58.35
19/12/2009 08,4,2BHK,31.41,67.6,1.62,1.18,Middle,1,Garden,0.0,183.74
15/03/2008 16,3,1BHK,25.06,56.02,1.16,0.88,Low,1,,0.0,79.49
15/01/2008 00,1,Studio,11.01,57.42,1.24,1.09,Low,1,,0.0,59.62
24/01/2005 08,4,2BHK,,72.8,1.33,1.11,Middle,0,Garden,1.0,151.47
29/01/2009 00,3,2BHK,,41.57,2.7,0.82,Upper Middle,1,,0.0,130.61
03/03/2002 00,3,1BHK,31.53,65.31,1.61,0.89,Low,0,,0.0,77.97
28/08/2011 16,2,Cottage,21.33,62.89,1.63,1.1,Middle,1,,1.0,112.52
12/12/2007 00,3,1BHK,16.17,61.54,1.47,1.42,Middle,0,,0.0,125.72
03/03/2006 08,3,Cottage,31.3,47.69,1.17,1.13,Middle,0,,0.0,126.06
11/01/2008 00,3,2BHK,19.11,46.1,1.42,0.96,Middle,0,,0.0,106.67
09/08/2012 16,1,Studio,10.52,58.56,1.66,1.46,Low,1,,0.0,77.21
16/10/2003 16,3,Cottage,20.59,64.8,1.64,1.07,Middle,0,Garden,0.0,100.16
23/07/2006 00,3,1BHK,23.95,60.51,1.66,1.49,Middle,0,,1.0,161.94
19/06/2006 08,5,Bungalow,20.62,35.9,1.7,0.92,Upper Middle,0,Fountain,0.0,196.03
03/05/2009 16,2,1BHK,28.8,69.89,1.03,1.13,Middle,1,,0.0,104.42
11/05/2007 08,5,2BHK,23.14,58.77,2.24,1.42,Upper Middle,0,,0.0,215.08
11/02/2014 16,3,1BHK,24.17,71.97,1.78,0.94,Middle,0,,0.0,80.91
07/09/2007 08,5,2BHK,34.6,50.93,1.56,1.16,Middle,1,,1.0,264.41
12/08/2011 08,3,2BHK,16.04,62.81,1.63,1.09,Middle,0,,1.0,119.56
20/01/2011 16,3,1BHK,26.98,58.49,1.73,1.4,Middle,0,,0.0,136.3
22/02/2003 00,3,3BHK,13.28,52.23,1.51,0.91,Upper Middle,1,Fountain,0.0,159.31
24/11/2004 16,3,2BHK,26.66,54.25,2.24,1.11,Upper Middle,0,Fountain,0.0,157.49
24/01/2005 16,3,Bungalow,31.21,55.15,2.86,1.31,Rich,0,Fountain,0.0,218.22
16/10/2010 16,3,1BHK,20.95,53.79,1.75,1.46,Middle,0,,0.0,139.88
23/01/2011 00,5,2BHK,21.13,54.84,1.85,1.07,Upper Middle,0,Swimming Pool,0.0,219.05
25/11/2011 16,3,Detached,22.12,50.26,1.83,0.89,Rich,-1,,0.0,137.9
29/06/2013 16,3,1BHK,,45.08,1.54,2.050240295830114,Middle,0,Fountain,0.0,166.03
06/10/2008 08,4,Bungalow,33.25,51.98,1.51,1.29,Upper Middle,0,Swimming Pool,0.0,260.65
17/11/2008 16,4,3BHK,29.04,61.03,2.03,1.43,Upper Middle,0,,0.0,213.84
17/12/2002 08,3,2BHK,15.94,77.78,1.6,1.1,Middle,0,Garden,0.0,98.69
22/09/2009 08,4,3BHK,27.04,51.77,2.83,1.3,,1,,0.0,234.67
07/05/2006 16,3,1BHK,28.77,51.07,1.17,0.98,Middle,1,Fountain,0.0,151.26
17/09/2003 16,3,1BHK,16.08,62.96,1.73,0.3386270949067522,Low,0,Garden,0.0,79.77
24/08/2008 08,4,Bungalow,15.5,50.2,2.77,1.44,Upper Middle,1,Fountain,0.0,265.1
27/09/2011 16,5,3BHK,11.48,56.14,1.69,0.6336248053701007,Rich,0,,0.0,234.3
11/12/2005 16,5,3BHK,31.71,52.68,-88.0,1.25,Upper Middle,1,,0.0,275.8
28/04/2007 16,5,2BHK,34.08,42.59,2.89,1.18,Upper Middle,1,,1.0,289.21
16/05/2012 00,4,Bungalow,24.88,66.62,1.66,1.21,Upper Middle,1,Fountain,0.0,226.21
11/08/2010 00,3,Cottage,,48.57,1.65,1.09,Middle,0,Garden,0.0,106.79
19/10/2011 08,4,3BHK,14.29,65.46,1.67,1.0,Rich,0,Fountain,0.0,185.15
12/03/2013 16,5,3BHK,18.71,64.66,2.8,1.36,Rich,0,Fountain,,285.99
28/09/2013 16,3,Cottage,30.08,45.67,1.31,1.07,"j""rCW",0,Fountain,0.0,143.31
04/02/2006 00,4,2BHK,24.43,61.5,1.43,0.92,Middle,0,,0.0,114.1
11/11/2009 16,2,Cottage,28.02,62.04,1.76,1.33,Middle,0,Swimming Pool,0.0,135.67
01/08/2005 00,4,2BHK,14.11,49.87,2.4,0.96,p)*x?,0,,0.0,123.48
11/03/2013 08,4,2BHK,19.77,60.26,1.76,1.07,Middle,0,,0.0,125.92
10/06/2011 00,-88,2BHK,17.02,44.29,2.42,1.01,Upper Middle,1,Jacuzzi,0.0,172.22
01/03/2009 16,4,2BHK,27.18,50.15,1.47,0.94,Middle,0,,0.0,128.64
03/11/2004 16,-22,Cottage,19.76,59.34,1.74,1.09,Middle,0,,1.0,114.48
06/01/2005 00,3,1BHK,12.43,60.29,1.42,1.16,Low,0,,0.0,90.3
18/07/2003 08,2,1BHK,26.5,51.31,1.62,1.45,Middle,0,Fountain,0.0,146.51
07/05/2010 08,2,Studio,27.22,60.61,1.49,1.24,Low,0,Swimming Pool,0.0,104.0
10/08/2006 16,2,1BHK,26.59,47.28,1.62,1.06,Middle,0,,0.0,91.5
10/08/2010 16,2,Studio,12.03,85.96,1.42,0.87,Low,1,,0.0,48.9
07/01/2005 16,2,1BHK,28.22,30.56,1.77,0.82,Middle,0,Jacuzzi,1.0,114.07
17/05/2003 08,3,1BHK,18.45,46.66,1.51,1.02,Middle,0,,0.0,101.59
26/08/2003 00,4,2BHK,15.34,55.85,1.13,1.47,Middle,0,,0.0,177.63
14/07/2005 08,3,1BHK,22.52,56.36,1.23,1.5,Middle,0,Fountain,0.0,176.32
17/06/2005 16,4,Bungalow,21.99,68.35,2.96,0.93,Upper Middle,0,Garden,0.0,114.68
02/03/2014 00,4,2BHK,11.95,47.08,1.52,1.28,Upper Middle,0,Garden,0.0,180.19
27/11/2010 00,3,Bungalow,19.64,41.28,1.91,1.01,Upper Middle,0,Jacuzzi,1.0,179.15
27/07/2003 08,3,Cottage,24.83,53.36,1.07,1.23,Middle,0,Jacuzzi,0.0,158.0
17/06/2004 16,5,2BHK,18.33,49.7,1.56,1.03,Middle,1,Swimming Pool,1.0,270.96
09/09/2003 00,3,Cottage,24.7,47.55,1.75,1.16,Middle,0,Garden,0.0,125.29
13/02/2006 00,3,,15.53,60.02,1.77,1.33,Low,1,Fountain,0.0,150.98
25/01/2014 08,-77,3BHK,23.25,72.4,2.94,0.94,Rich,0,Jacuzzi,1.0,230.41
17/01/2008 08,2,1BHK,25.48,64.73,1.08,1.18,Low,1,,1.0,114.51
19/02/2005 00,-99,3BHK,28.97,45.08,1.77,1.14,Rich,0,Jacuzzi,0.0,328.55
28/08/2010 00,1,Studio,34.47,57.93,1.74,1.22,Low,1,Fountain,0.0,94.34
